Prelacion;Consejeria / Ent. Instrumental;Centro Directivo / Unidades Administrativas;Cod. Puesto;Puesto;C.D C.E.;vigencia_inicio;vigencia_fin;relacion_inicio;relacion_fin
1671;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.475.620;ESPECIALISTA DIGITAL;20;26/10/2021;;21/08/2022;
1672;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.462.020;ESPECIALISTA DIGITAL;20;31/08/2021;;20/10/2021;
1673;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;5.433.120;ESPECIALISTA DIGITAL;20;24/03/2021;;13/04/2022;
1674;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.444.510;ESPECIALISTA DIGITAL;22;05/07/2022;;29/04/2023;
1675;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;12.655.610;ESPECIALISTA DIGITAL;20;16/04/2020;;28/03/2023;
1676;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.480.520;ESPECIALISTA DIGITAL;20;18/12/2021;;05/03/2023;
1677;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.495.120;ESPECIALISTA DIGITAL;20;31/08/2020;;29/09/2022;
1678;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.462.120;ESPECIALISTA DIGITAL;20;09/01/2021;;28/11/2022;
1679;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;5.323.320;ESPECIALISTA DIGITAL;20;17/04/2022;;10/01/2023;
1680;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;13.503.510;ESPECIALISTA DIGITAL;22;10/02/2021;;16/09/2022;
1681;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.467.620;ESPECIALISTA DIGITAL;20;06/02/2021;;28/02/2021;
1682;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.464.320;ESPECIALISTA DIGITAL;20;06/03/2020;;15/08/2021;
1683;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.449.010;ESPECIALISTA DIGITAL;20;12/04/2021;;21/03/2022;
1684;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.479.220;ESPECIALISTA DIGITAL;20;18/06/2022;;15/04/2023;
1685;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.450.920;ESPECIALISTA DIGITAL;20;17/08/2022;;25/12/2022;
1686;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.443.010;ESPECIALISTA DIGITAL;22;24/02/2022;;12/08/2022;
1687;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.463.020;ESPECIALISTA DIGITAL;20;06/08/2020;;02/07/2022;
1688;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.462.320;ESPECIALISTA DIGITAL;20;23/01/2021;;25/03/2022;
1689;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.464.220;ESPECIALISTA DIGITAL;20;14/06/2020;;12/07/2022;
1690;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.452.120;ESPECIALISTA DIGITAL;20;06/10/2020;;20/07/2022;
1691;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.460.720;ESPECIALISTA DIGITAL;20;11/10/2021;;29/10/2022;
1692;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.460.820;ESPECIALISTA DIGITAL;20;28/06/2021;;23/12/2022;
1693;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.487.520;ESPECIALISTA DIGITAL;20;19/07/2022;;05/03/2023;
1694;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.487.320;ESPECIALISTA DIGITAL;20;19/09/2020;;11/10/2022;
1695;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.359.710;ESPECIALISTA DIGITAL;22;16/09/2020;;30/10/2022;
1696;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.268.010;ESPECIALISTA DIGITAL;20;18/11/2021;;27/08/2022;
1697;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.147.010;ESPECIALISTA DIGITAL;22;19/12/2021;;23/01/2023;
1698;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.493.720;ESPECIALISTA DIGITAL;20;25/01/2020;;18/10/2022;
1699;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.488.020;ESPECIALISTA DIGITAL;20;13/11/2020;;19/12/2021;
1700;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;7.063.710;ESPECIALISTA DIGITAL;22;29/09/2020;;24/04/2023;
1701;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.448.320;ESPECIALISTA DIGITAL;22;17/10/2021;;26/08/2022;
1702;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.463.420;ESPECIALISTA DIGITAL;20;05/08/2021;;03/02/2022;
1703;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.496.020;ESPECIALISTA DIGITAL;20;17/09/2021;01/01/2025;12/05/2022;12/03/2024
1704;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.470.920;ESPECIALISTA DIGITAL;20;09/11/2021;;25/11/2022;
1705;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.496.120;ESPECIALISTA DIGITAL;20;05/10/2022;;09/01/2023;
1706;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.492.820;ESPECIALISTA DIGITAL;20;25/06/2020;;30/09/2022;
1707;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.470.720;ESPECIALISTA DIGITAL;20;27/10/2022;;18/05/2023;
1708;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;11.945.210;ESPECIALISTA DIGITAL;20;16/07/2022;;23/08/2022;
1709;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.474.620;ESPECIALISTA DIGITAL;20;29/10/2020;;30/05/2022;
1710;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.493.420;ESPECIALISTA DIGITAL;20;21/08/2020;;30/09/2022;
1711;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;1.057.810;ESPECIALISTA DIGITAL;20;24/05/2022;;02/08/2022;
1712;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;7.995.810;ESPECIALISTA DIGITAL;20;02/10/2022;;06/10/2022;
1713;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.442.910;ESPECIALISTA DIGITAL;22;24/05/2020;;02/09/2022;
1714;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.495.220;ESPECIALISTA DIGITAL;20;14/11/2020;;06/06/2021;
1715;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.495.720;ESPECIALISTA DIGITAL;20;01/03/2022;;24/10/2022;
1716;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.495.620;ESPECIALISTA DIGITAL;20;15/03/2021;;01/06/2021;
1717;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.335.910;ESPECIALISTA DIGITAL;20;23/01/2020;;22/08/2020;
1718;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.360.510;ESPECIALISTA DIGITAL;22;23/11/2020;;19/03/2023;
1719;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;90.610;ESPECIALISTA DIGITAL;20;13/06/2021;;24/04/2022;
1720;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.360.410;ESPECIALISTA DIGITAL;22;04/09/2022;;28/02/2023;
1721;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.470.620;ESPECIALISTA DIGITAL;20;05/02/2021;12/10/2022;10/09/2022;08/10/2022
1722;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.855.310;ESPECIALISTA DIGITAL;20;05/11/2022;;30/06/2023;
1723;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.449.720;ESPECIALISTA DIGITAL;20;04/01/2022;;30/10/2022;
1724;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.360.110;ESPECIALISTA DIGITAL;22;24/01/2022;;19/03/2023;
1725;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.481.720;ESPECIALISTA DIGITAL;20;16/10/2021;;16/04/2022;05/04/2024
1726;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.361.510;ESPECIALISTA DIGITAL;22;05/12/2022;;28/12/2022;
1727;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.482.420;ESPECIALISTA DIGITAL;20;03/02/2021;;22/07/2023;
1728;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;1.719.510;ESPECIALISTA DIGITAL;20;24/04/2022;;07/01/2023;
1729;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.495.520;ESPECIALISTA DIGITAL;20;26/04/2020;;17/07/2023;
1730;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.469.620;ESPECIALISTA DIGITAL;20;17/10/2021;;23/07/2023;
1731;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.480.620;ESPECIALISTA DIGITAL;20;26/06/2021;;07/07/2023;
1732;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.495.920;ESPECIALISTA DIGITAL;20;14/06/2020;;17/01/2023;
1733;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;2.034.110;ESPECIALISTA DIGITAL;20;05/07/2021;;10/08/2023;
1734;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.361.710;ESPECIALISTA DIGITAL;22;04/08/2021;;15/09/2022;
1735;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.430.410;AUXILIAR GESTION;16;17/01/2021;;05/01/2022;
1736;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;12.586.710;ESPECIALISTA DIGITAL;22;11/03/2022;;18/01/2023;
1737;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.464.720;ESPECIALISTA DIGITAL;20;25/09/2021;;24/10/2022;
1738;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.459.620;ESPECIALISTA DIGITAL;20;24/02/2020;;08/06/2022;
1739;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;5.323.220;ESPECIALISTA DIGITAL;20;31/12/2021;;06/06/2022;
1740;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.495.820;ESPECIALISTA DIGITAL;20;15/01/2020;;08/07/2022;
1741;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;7.123.710;ESPECIALISTA DIGITAL;20;23/02/2020;;13/08/2022;
1742;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.429.810;AUXILIAR GESTION;16;23/12/2022;;12/04/2023;
1743;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.452.210;AUXILIAR GESTION;16;29/04/2020;;02/11/2020;
1744;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.463.120;ESPECIALISTA DIGITAL;20;19/08/2020;;16/01/2023;
1745;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.487.420;ESPECIALISTA DIGITAL;20;31/08/2022;;26/04/2023;
1746;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.459.920;ESPECIALISTA DIGITAL;20;24/04/2020;;02/06/2022;
1747;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.463.320;ESPECIALISTA DIGITAL;20;22/06/2020;;10/07/2022;
1748;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.470.420;ESPECIALISTA DIGITAL;20;25/02/2022;;02/03/2023;
1749;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.481.820;ESPECIALISTA DIGITAL;20;27/09/2021;;18/04/2022;
1750;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.360.910;ESPECIALISTA DIGITAL;22;24/07/2020;;13/03/2023;
1751;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.361.310;ESPECIALISTA DIGITAL;22;22/11/2021;;01/06/2023;
1752;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.464.620;ESPECIALISTA DIGITAL;20;13/01/2022;;26/02/2022;
1753;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;3.113.910;ESPECIALISTA DIGITAL;20;02/08/2020;;18/08/2022;
1754;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.479.820;ESPECIALISTA DIGITAL;20;08/09/2020;;14/09/2022;
1755;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.459.520;ESPECIALISTA DIGITAL;20;11/07/2022;;25/02/2023;
1756;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.487.620;ESPECIALISTA DIGITAL;20;08/10/2020;;11/03/2022;05/06/2025
1757;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.370.010;ESPECIALISTA DIGITAL;22;24/10/2022;;24/03/2023;25/12/2023
1758;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.488.120;ESPECIALISTA DIGITAL;20;21/04/2022;;20/12/2022;
1759;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.479.720;ESPECIALISTA DIGITAL;20;16/11/2022;;01/04/2023;
1760;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.461.920;ESPECIALISTA DIGITAL;20;09/02/2022;;30/04/2023;
1761;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.450.820;ESPECIALISTA DIGITAL;20;21/08/2022;;17/12/2022;
1762;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.472.220;ESPECIALISTA DIGITAL;20;16/10/2021;;14/08/2023;
1763;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.474.920;ESPECIALISTA DIGITAL;20;13/01/2022;;24/03/2023;
1764;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;11.152.710;ESPECIALISTA DIGITAL;20;28/07/2022;;21/02/2023;
1765;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.475.420;ESPECIALISTA DIGITAL;20;11/07/2021;;09/06/2023;
1766;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.492.720;ESPECIALISTA DIGITAL;20;27/05/2021;;16/03/2023;
1767;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.459.420;ESPECIALISTA DIGITAL;20;07/04/2020;;24/07/2023;
1768;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.493.620;ESPECIALISTA DIGITAL;20;19/11/2021;;08/02/2023;
1769;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.460.020;ESPECIALISTA DIGITAL;20;01/04/2020;;10/06/2023;
1770;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;202.610;ESPECIALISTA DIGITAL;20;04/06/2020;11/01/2024;26/12/2022;09/05/2023
1771;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;44.010;ESPECIALISTA DIGITAL;20;02/05/2021;;11/05/2023;
1772;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.446.920;ESPECIALISTA DIGITAL;20;12/05/2020;;23/11/2022;
1773;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.467.520;ESPECIALISTA DIGITAL;20;26/02/2020;;22/01/2023;
1774;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.468.120;ESPECIALISTA DIGITAL;20;24/08/2020;;07/04/2023;
1775;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.448.620;ESPECIALISTA DIGITAL;22;07/12/2020;;26/09/2022;
1776;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;2.129.210;ESPECIALISTA DIGITAL;20;24/01/2022;;31/03/2022;
1777;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.360.610;ESPECIALISTA DIGITAL;22;22/10/2020;;01/03/2023;
1778;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.448.520;ESPECIALISTA DIGITAL;22;11/12/2022;;13/08/2023;01/09/2025
1779;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.463.220;ESPECIALISTA DIGITAL;20;05/08/2020;;17/03/2023;
1780;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.482.320;ESPECIALISTA DIGITAL;20;12/05/2022;;13/05/2023;
1781;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;10.822.110;ESPECIALISTA DIGITAL;22;20/12/2022;;28/06/2023;
1782;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;7.048.410;ESPECIALISTA DIGITAL;20;26/06/2020;;19/06/2023;
1783;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.296.010;AYUDANTE TIC;16;15/01/2021;;27/03/2022;
1784;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.393.310;AYUDANTE TIC;18;19/10/2022;;05/05/2023;01/03/2024
1785;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;1.046.410;AYUDANTE TIC;18;11/10/2022;;07/06/2023;
1786;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.366.610;AYUDANTE TIC;18;25/05/2022;;19/04/2023;
1787;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.494.220;AYUDANTE TIC;18;16/03/2022;;08/08/2022;
1788;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;3.295.810;AYUDANTE TIC;16;08/05/2020;;13/09/2022;
1789;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.366.510;AYUDANTE TIC;18;12/12/2020;;02/04/2021;
1790;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.578.710;AYUDANTE TIC;16;07/06/2021;;22/10/2021;
1791;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.575.910;AYUDANTE TIC;16;20/02/2021;;05/04/2022;
1792;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.071.810;AYUDANTE TIC;16;10/12/2022;;13/02/2023;
1793;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.583.210;AYUDANTE TIC;16;12/11/2020;;08/06/2021;
1794;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.575.310;AYUDANTE TIC;16;14/10/2020;;27/12/2021;
1795;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.480.420;ESPECIALISTA DIGITAL;20;24/08/2021;;10/03/2023;
1796;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.449.620;ESPECIALISTA DIGITAL;20;11/11/2021;;07/04/2023;
1797;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.472.320;ESPECIALISTA DIGITAL;20;08/04/2020;;12/07/2023;
1798;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.470.520;ESPECIALISTA DIGITAL;20;01/11/2020;;09/02/2023;
1799;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.052.810;ESPECIALISTA DIGITAL;20;19/09/2022;;22/12/2022;31/01/2025
1800;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;1.582.710;ESPECIALISTA DIGITAL;20;25/01/2020;;26/07/2023;
1801;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.462.420;ESPECIALISTA DIGITAL;20;19/09/2020;;30/04/2023;
1802;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.053.910;NG. TRAMITACION;18;20/04/2022;;09/06/2022;
1803;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.480.320;ESPECIALISTA DIGITAL;20;28/04/2022;;10/06/2023;
1804;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;6.668.210;ESPECIALISTA DIGITAL;20;05/11/2022;27/11/2023;09/03/2023;24/09/2023
1805;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.451.120;ESPECIALISTA DIGITAL;20;22/12/2022;;17/02/2023;
1806;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.026.310;ESPECIALISTA DIGITAL;20;26/10/2022;;27/01/2023;
1807;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;3.330.210;ESPECIALISTA DIGITAL;20;19/10/2022;;17/05/2023;
1808;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.353.310;ESPECIALISTA DIGITAL;22;06/10/2022;;15/03/2023;
1809;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.462.220;ESPECIALISTA DIGITAL;20;06/06/2022;;06/05/2023;
1810;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.446.820;ESPECIALISTA DIGITAL;20;26/01/2020;;16/04/2023;
1811;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.494.920;ESPECIALISTA DIGITAL;20;26/12/2020;;21/04/2023;
1812;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.493.520;ESPECIALISTA DIGITAL;20;15/02/2021;;11/12/2022;
1813;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.474.720;ESPECIALISTA DIGITAL;20;08/03/2020;;10/04/2023;
1814;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.479.320;ESPECIALISTA DIGITAL;20;02/05/2020;;09/10/2022;
1815;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;3.077.610;ESPECIALISTA DIGITAL;20;24/02/2022;;07/06/2023;
1816;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.454.320;ESPECIALISTA DIGITAL;20;15/07/2021;;25/07/2023;
