Prelacion;Consejeria / Ent. Instrumental;Centro Directivo / Unidades Administrativas;Cod. Puesto;Puesto;C.D C.E.;vigencia_inicio;vigencia_fin;relacion_inicio;relacion_fin
1808;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.353.310;ESPECIALISTA DIGITAL;22;14/09/2022;24/03/2025;18/01/2025;
1809;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.462.220;ESPECIALISTA DIGITAL;20;09/08/2023;;18/02/2021;25/06/2024
1810;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.446.820;ESPECIALISTA DIGITAL;20;12/11/2023;;30/03/2021;24/04/2024
1811;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.494.920;ESPECIALISTA DIGITAL;20;24/11/2022;23/01/2025;17/03/2022;
1812;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.493.520;ESPECIALISTA DIGITAL;20;27/01/2021;12/04/2025;04/06/2024;
1813;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.474.720;ESPECIALISTA DIGITAL;20;15/09/2024;09/11/2025;17/11/2023;
1814;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.479.320;ESPECIALISTA DIGITAL;20;24/02/2020;11/11/2020;17/05/2024;
1815;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;3.077.610;ESPECIALISTA DIGITAL;20;22/04/2023;16/07/2025;11/03/2025;
1816;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.454.320;ESPECIALISTA DIGITAL;20;31/10/2021;;20/04/2023;
1817;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;5.433.220;ESPECIALISTA DIGITAL;20;11/07/2024;19/01/2026;14/07/2022;17/10/2025
1818;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;2.322.410;UN. TRAMITACION;18;20/06/2025;10/07/2025;30/10/2022;
1819;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.479.120;ESPECIALISTA DIGITAL;20;09/05/2025;;14/09/2023;21/12/2024
1820;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.454.220;ESPECIALISTA DIGITAL;20;05/04/2022;;22/06/2022;02/02/2024
1821;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.452.020;ESPECIALISTA DIGITAL;20;17/08/2022;28/11/2024;17/01/2026;
1822;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.460.620;ESPECIALISTA DIGITAL;20;01/04/2021;22/02/2025;10/02/2020;
1823;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;8.261.510;ESPECIALISTA DIGITAL;20;20/10/2020;;12/02/2023;
1824;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;11.787.710;ESPECIALISTA DIGITAL;20;03/12/2025;12/12/2025;29/04/2025;
1825;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;3.201.710;ESPECIALISTA DIGITAL;20;03/06/2023;;24/09/2023;
1826;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.374.410;AUXILIAR GESTION;16;04/12/2021;;02/02/2024;11/06/2025
1827;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.359.910;ESPECIALISTA DIGITAL;22;23/10/2024;01/11/2025;26/06/2020;
1828;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;7.979.010;ESPECIALISTA DIGITAL;20;13/08/2023;30/09/2024;02/12/2021;
1829;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;3.302.410;ESPECIALISTA DIGITAL;20;01/08/2022;19/08/2022;29/07/2020;09/03/2023
1830;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.267.410;ESPECIALISTA DIGITAL;22;25/07/2022;;18/07/2021;
1831;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;11.944.810;ESPECIALISTA DIGITAL;20;31/12/2021;;12/08/2021;
1832;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;1.460.110;ESPECIALISTA DIGITAL;20;13/01/2023;29/07/2023;26/01/2022;
1833;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;421.110;ESPECIALISTA DIGITAL;20;20/07/2020;08/02/2023;28/10/2022;
1834;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.464.420;ESPECIALISTA DIGITAL;20;13/12/2022;;09/03/2022;06/07/2025
1835;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.479.020;ESPECIALISTA DIGITAL;20;30/01/2023;06/09/2024;02/09/2025;
1836;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.451.020;ESPECIALISTA DIGITAL;20;15/02/2020;;07/05/2025;
1837;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.475.520;ESPECIALISTA DIGITAL;20;05/07/2024;;09/02/2026;
1838;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;8.414.710;ESPECIALISTA DIGITAL;22;14/03/2022;31/05/2025;17/10/2020;12/11/2024
1839;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.468.020;ESPECIALISTA DIGITAL;20;12/08/2023;;07/09/2021;
1840;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.460.520;ESPECIALISTA DIGITAL;20;02/02/2020;23/11/2021;15/08/2023;
1841;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;1.460.210;ESPECIALISTA DIGITAL;20;24/06/2023;;21/06/2023;
1842;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;569.610;ESPECIALISTA DIGITAL;20;31/10/2020;07/04/2024;14/08/2020;
1843;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;103.310;ESPECIALISTA DIGITAL;20;10/04/2020;02/09/2025;24/07/2025;
1844;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.360.710;ESPECIALISTA DIGITAL;22;31/12/2021;04/08/2024;21/10/2023;
1845;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.361.610;ESPECIALISTA DIGITAL;22;13/02/2025;;17/11/2021;
1846;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.464.520;ESPECIALISTA DIGITAL;20;11/10/2022;17/03/2023;10/05/2020;
1847;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.444.410;ESPECIALISTA DIGITAL;22;23/12/2024;26/01/2026;07/12/2022;
1848;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;11.728.410;ESPECIALISTA DIGITAL;22;17/10/2023;06/01/2024;27/06/2025;
1849;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.448.420;ESPECIALISTA DIGITAL;22;24/03/2020;27/10/2025;01/08/2025;05/11/2025
1850;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;1.582.210;ESPECIALISTA DIGITAL;20;25/09/2020;15/07/2022;12/05/2020;
1851;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.360.010;ESPECIALISTA DIGITAL;22;16/12/2022;23/11/2023;30/11/2021;
1852;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.480.720;ESPECIALISTA DIGITAL;20;04/09/2024;;10/01/2021;
1853;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.361.010;ESPECIALISTA DIGITAL;22;11/03/2024;;01/01/2022;
1854;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;8.251.710;ESPECIALISTA DIGITAL;20;14/10/2020;09/02/2025;02/05/2024;
1855;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.429.310;AUXILIAR GESTION;16;29/07/2024;;13/10/2025;
1856;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.487.720;ESPECIALISTA DIGITAL;20;13/08/2021;;10/04/2025;
1857;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.493.220;ESPECIALISTA DIGITAL;20;26/02/2021;22/04/2023;13/06/2022;
1858;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.374.310;AUXILIAR GESTION;16;17/05/2024;;01/02/2022;
1859;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.450.010;UN. APOYO;18;23/11/2022;;04/06/2025;12/11/2025
1860;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;3.216.110;UN. TRAMITACION;18;11/10/2024;16/10/2025;12/11/2021;
1861;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.474.020;UN. GESTION;18;13/11/2023;;22/01/2024;
1862;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.584.010;AYUDANTE TIC;16;01/11/2021;;19/10/2025;
1863;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.451.610;AYUDANTE TIC;16;01/06/2023;;27/03/2022;
1864;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.366.110;AYUDANTE TIC;18;22/06/2025;;14/04/2020;
1865;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.444.810;AYUDANTE TIC;18;14/11/2020;15/03/2025;25/04/2022;
1866;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.584.510;AYUDANTE TIC;16;02/08/2021;;30/06/2020;
1867;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;83.310;AYUDANTE TIC;16;06/01/2024;14/07/2025;17/11/2023;
1868;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;2.317.910;AYUDANTE TIC;18;09/07/2023;;04/08/2020;
1869;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.431.010;AUXILIAR GESTION;16;20/06/2024;;17/11/2024;09/06/2025
1870;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.430.910;AUXILIAR GESTION;16;15/07/2023;24/03/2025;06/09/2020;
1871;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;3.111.010;OPERADOR/A DE ORDENADOR;0;21/04/2021;05/11/2023;24/04/2024;
1872;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;8.804.310;UN. TRAMITACION;18;10/07/2020;04/04/2024;24/04/2022;04/01/2023
1873;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;421.210;NG. TRAMITACION;18;12/03/2020;;13/06/2022;
1874;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.449.910;UN. APOYO;18;10/11/2020;;14/11/2020;
1875;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.470.120;UN. APOYO;18;03/03/2025;;28/09/2023;
1876;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.429.710;AUXILIAR GESTION;16;01/08/2021;13/03/2024;13/07/2021;
1877;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;2.969.710;OPERADOR/A ORDENADOR;0;10/06/2020;19/12/2024;04/06/2023;
1878;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.482.220;UN. GESTION;18;20/03/2022;06/08/2025;12/01/2023;
1879;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;6.753.410;UN. GESTION ADMINISTRATIVA;18;04/01/2021;;12/12/2022;
1880;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;11.788.010;AYUDANTE TIC;16;09/01/2021;;05/09/2023;
1881;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.583.610;AYUDANTE TIC;16;16/09/2024;;25/08/2024;06/02/2025
1882;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;8.153.310;AYUDANTE TIC;16;19/10/2025;;02/11/2023;
1883;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.444.610;AYUDANTE TIC;18;01/08/2020;16/12/2025;07/06/2023;10/07/2023
1884;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;11.312.310;AYUDANTE TIC;16;20/10/2023;;13/06/2022;03/03/2025
1885;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.449.110;AYUDANTE TIC;16;09/12/2024;25/08/2025;13/10/2025;
1886;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.445.710;AYUDANTE TIC;18;21/05/2020;07/10/2021;13/02/2023;
1887;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;33.610;AYUDANTE TIC;16;23/12/2025;;26/06/2020;
1888;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.584.110;AYUDANTE TIC;16;29/12/2024;10/05/2025;06/05/2021;
1889;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.445.610;AYUDANTE TIC;18;26/08/2025;14/09/2025;18/05/2024;
1890;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.450.510;AYUDANTE TIC;16;17/10/2021;25/08/2023;05/10/2020;
1891;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;3.107.310;AYUDANTE TIC;18;23/01/2021;;04/04/2020;
1892;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.575.110;AYUDANTE TIC;16;21/03/2020;;21/12/2022;
1893;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.449.120;AYUDANTE TIC;16;10/10/2025;;14/03/2025;
1894;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.458.420;AYUDANTE TIC;16;01/07/2025;;22/12/2022;
1895;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.578.810;AYUDANTE TIC;16;07/12/2024;21/07/2025;19/09/2024;15/09/2025
1896;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.458.220;AYUDANTE TIC;16;20/09/2025;14/12/2025;19/08/2023;
1897;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.494.120;AYUDANTE TIC;18;24/02/2024;26/08/2025;07/09/2022;
1898;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.575.010;AYUDANTE TIC;16;08/04/2024;21/09/2024;27/04/2022;
1899;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;7.996.210;AYUDANTE TIC;18;01/06/2021;31/05/2022;04/07/2020;06/12/2022
1900;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.458.120;AYUDANTE TIC;16;13/06/2021;;29/09/2020;
1901;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.579.110;AYUDANTE TIC;16;12/03/2021;16/05/2021;11/05/2020;04/08/2024
1902;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;521.310;AYUDANTE TIC;16;24/12/2021;26/11/2023;15/03/2020;
1903;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;12.589.310;CONSEJERO/A TECNICO/A;28;04/06/2022;;28/02/2025;15/04/2025
1904;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;6.753.310;GESTION SERVICIOS TECNOLOGICOS;25;16/11/2020;;22/08/2025;
1905;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;6.930.710;OPERADOR/A ORDENADOR;0;26/08/2024;;07/09/2025;
1906;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.308.110;ASESOROA GESTION ECONOM. ADMVA.;23;30/08/2024;08/11/2025;15/04/2021;
1907;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;2.318.210;OPERADOR/A ORDENADOR;0;24/08/2023;;14/11/2021;
1908;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;3.180.310;OPERADOR/A DE ORDENADOR;0;05/05/2021;;06/03/2024;
1909;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;6.714.910;OPERADOR/A ORDENADOR;0;13/06/2025;;15/10/2023;
1910;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;7.092.210;ASESOROA TOCNICA;22;13/01/2024;28/12/2024;18/03/2023;
1911;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.387.710;DP. TECNICO;26;02/11/2025;18/11/2025;24/08/2025;
1912;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.440.310;DP. TECNICO;26;04/07/2023;28/04/2025;05/05/2021;
1913;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;3.110.110;AUX. OPERADOR/A INFORMOTICA;0;04/09/2020;;24/04/2024;
1914;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.387.110;GBTE. ESTRATOGICO;27;16/01/2021;;16/01/2026;
1915;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;11.042.110;TITULADO/A GRADO MEDIO;18;09/11/2023;;02/09/2021;
1916;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;18.324.110;TITULADO/A SUPERIOR;22;02/04/2023;11/09/2024;13/03/2025;
1917;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;1.126.610;AYUDANTE TIC;15;18/10/2024;22/02/2025;01/08/2021;
1918;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;18.324.010;TITULADO/A SUPERIOR;22;25/05/2023;;03/03/2022;
1919;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.452.810;AYUDANTE TIC;15;25/02/2022;;11/06/2020;
1920;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;18.324.210;TITULADO/A SUPERIOR;22;14/11/2022;25/12/2023;04/01/2026;18/01/2026
1921;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;148.710;AYUDANTE TIC;15;06/07/2024;;28/03/2021;
1922;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;2.070.810;AYUDANTE TIC;15;25/06/2025;13/01/2026;26/01/2026;
1923;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.465.620;AYUDANTE TIC;15;16/12/2021;04/05/2022;30/06/2023;15/08/2023
1924;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.452.510;AYUDANTE TIC;15;20/01/2020;20/10/2025;13/01/2026;12/02/2026
1925;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;2.296.610;AYUDANTE TIC;16;19/06/2025;;12/05/2023;
1926;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;2.070.710;AYUDANTE TIC;16;26/02/2025;;23/06/2023;
1927;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;323.310;ASESOROA TOCNICA;23;13/11/2022;;01/11/2021;
1928;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.420.310;GESTION SERVICIOS TECNOLOGICOS;25;21/09/2021;01/07/2025;01/06/2023;
1929;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;2.070.410;GESTION SERVICIOS TECNOLOGICOS;25;16/07/2020;;29/01/2026;
1930;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;1.591.910;GESTION SERVICIOS TECNOLOGICOS;25;16/08/2020;21/07/2024;13/12/2025;
1931;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.465.720;AYUDANTE TIC;15;02/07/2022;26/11/2025;29/09/2023;
1932;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.859.910;GESTION SERVICIOS TECNOLOGICOS;25;22/05/2025;;22/08/2021;
1933;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;6.686.210;DP. TECNICO;26;22/01/2026;15/02/2026;03/01/2022;
1934;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;2.202.210;GESTION SERVICIOS TECNOLOGICOS;25;11/05/2024;;13/01/2026;
1935;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.454.720;GESTION SERVICIOS TECNOLOGICOS;25;19/04/2022;;26/01/2023;
1936;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.478.520;AYUDANTE TIC;15;05/08/2024;01/08/2025;10/05/2025;
1937;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;6.950.510;DP. TECNICO;26;12/05/2025;;08/11/2024;
1938;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.208.710;ASESOROA TOCNICA;23;19/01/2020;07/01/2023;26/12/2023;
1939;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.454.820;GESTION SERVICIOS TECNOLOGICOS;25;13/01/2025;27/09/2025;08/05/2021;06/11/2021
1940;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;11.726.410;GESTION SERVICIOS TECNOLOGICOS;25;27/03/2024;23/01/2026;14/01/2023;12/08/2023
1941;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.487.220;ASESOROA TOCNICA;23;11/07/2021;;08/08/2020;
1942;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.373.410;GESTION SERVICIOS TECNOLOGICOS;25;07/10/2025;26/10/2025;06/02/2021;
1943;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;7.831.010;GESTION SERVICIOS TECNOLOGICOS;25;13/12/2024;13/06/2025;31/10/2024;08/11/2025
1944;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;7.795.710;GESTION SERVICIOS TECNOLOGICOS;25;09/06/2022;;19/09/2021;
1945;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;1.128.310;GESTION SERVICIOS TECNOLOGICOS;25;14/09/2023;;27/02/2024;
1946;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;463.610;ASESOROA TOCNICA;23;13/03/2025;;10/06/2023;
1947;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.487.120;ASESOROA TOCNICA;23;03/02/2024;17/11/2025;15/10/2025;
1948;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;57.910;GESTION SERVICIOS TECNOLOGICOS;25;17/02/2022;;21/09/2025;
1949;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;2.296.410;GESTION SERVICIOS TECNOLOGICOS;25;05/05/2025;;03/04/2021;
